Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,DrawOperationTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\DrawOperationTests.cs,Rectangle_Bounds_Are_Snapped_To_Pixels,The method has 11 parameters. Parameters: x' y' width' height' scaleX' scaleY' penThickness' expectedX' expectedY' expectedWidth' expectedHeight
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockRenderInterface,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,CreateFormattedText,The method has 7 parameters. Parameters: text' typeface' fontSize' textAlignment' wrapping' constraint' spans
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockRenderInterface,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,LoadBitmap,The method has 5 parameters. Parameters: format' data' size' dpi' stride
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockStreamGeometryContext,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,ArcTo,The method has 5 parameters. Parameters: point' size' rotationAngle' isLargeArc' sweepDirection
Long Statement,Avalonia.Visuals.UnitTests.Rendering,DeferredRendererTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\DeferredRendererTests.cs,Should_Draw_Transparent_Layer_With_Correct_Opacity,The length of the statement  "            context.Verify(x => x.DrawImage(borderLayer' 0.5' It.IsAny<Rect>()' It.IsAny<Rect>()' BitmapInterpolationMode.Default)); " is 120.
Magic Number,Avalonia.Visuals.UnitTests.Media,PathMarkupParserTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PathMarkupParserTests.cs,CloseFigure_Should_Move_CurrentPoint_To_CreateFigurePoint,The following statement contains a magic number: Assert.Equal(new Point(10' 10)' figure.StartPoint);
Magic Number,Avalonia.Visuals.UnitTests.Media,PathMarkupParserTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PathMarkupParserTests.cs,CloseFigure_Should_Move_CurrentPoint_To_CreateFigurePoint,The following statement contains a magic number: Assert.Equal(new Point(100' 100)' ((LineSegment)figure.Segments[0]).Point);
Magic Number,Avalonia.Visuals.UnitTests.Media,PathMarkupParserTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PathMarkupParserTests.cs,CloseFigure_Should_Move_CurrentPoint_To_CreateFigurePoint,The following statement contains a magic number: Assert.Equal(new Point(100' 100)' ((LineSegment)figure.Segments[0]).Point);
Magic Number,Avalonia.Visuals.UnitTests.Media,PathMarkupParserTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PathMarkupParserTests.cs,CloseFigure_Should_Move_CurrentPoint_To_CreateFigurePoint,The following statement contains a magic number: Assert.Equal(new Point(20' 20)' figure.StartPoint);
Magic Number,Avalonia.Visuals.UnitTests.Media,PathMarkupParserTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PathMarkupParserTests.cs,CloseFigure_Should_Move_CurrentPoint_To_CreateFigurePoint,The following statement contains a magic number: Assert.Equal(new Point(20' 20)' figure.StartPoint);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Changing_Thickness_Raises_Invalidated,The following statement contains a magic number: target.Thickness = 18;
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Changing_DashStyle_Dashes_Raises_Invalidated,The following statement contains a magic number: dashes.Dashes = new[] { 0.1' 0.2 };
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Changing_DashStyle_Dashes_Raises_Invalidated,The following statement contains a magic number: dashes.Dashes = new[] { 0.1' 0.2 };
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Immutable_And_Mmutable_Pens,The following statement contains a magic number: var target1 = new ImmutablePen(                  brush: brush'                  thickness: 2'                  dashStyle: (ImmutableDashStyle)DashStyle.Dash'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Immutable_And_Mmutable_Pens,The following statement contains a magic number: var target1 = new ImmutablePen(                  brush: brush'                  thickness: 2'                  dashStyle: (ImmutableDashStyle)DashStyle.Dash'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Immutable_And_Mmutable_Pens,The following statement contains a magic number: var target2 = new Pen(                  brush: brush'                  thickness: 2'                  dashStyle: DashStyle.Dash'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Immutable_And_Mmutable_Pens,The following statement contains a magic number: var target2 = new Pen(                  brush: brush'                  thickness: 2'                  dashStyle: DashStyle.Dash'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Mutable_And_Immutable_DashStyles,The following statement contains a magic number: var target1 = new ImmutablePen(                  brush: brush'                  thickness: 2'                  dashStyle: new ImmutableDashStyle(new[] { 0.1' 0.2 }' 5)'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Mutable_And_Immutable_DashStyles,The following statement contains a magic number: var target1 = new ImmutablePen(                  brush: brush'                  thickness: 2'                  dashStyle: new ImmutableDashStyle(new[] { 0.1' 0.2 }' 5)'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Mutable_And_Immutable_DashStyles,The following statement contains a magic number: var target1 = new ImmutablePen(                  brush: brush'                  thickness: 2'                  dashStyle: new ImmutableDashStyle(new[] { 0.1' 0.2 }' 5)'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Mutable_And_Immutable_DashStyles,The following statement contains a magic number: var target1 = new ImmutablePen(                  brush: brush'                  thickness: 2'                  dashStyle: new ImmutableDashStyle(new[] { 0.1' 0.2 }' 5)'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Mutable_And_Immutable_DashStyles,The following statement contains a magic number: var target1 = new ImmutablePen(                  brush: brush'                  thickness: 2'                  dashStyle: new ImmutableDashStyle(new[] { 0.1' 0.2 }' 5)'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Mutable_And_Immutable_DashStyles,The following statement contains a magic number: var target2 = new Pen(                  brush: brush'                  thickness: 2'                  dashStyle: new DashStyle(new[] { 0.1' 0.2 }' 5)'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Mutable_And_Immutable_DashStyles,The following statement contains a magic number: var target2 = new Pen(                  brush: brush'                  thickness: 2'                  dashStyle: new DashStyle(new[] { 0.1' 0.2 }' 5)'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Mutable_And_Immutable_DashStyles,The following statement contains a magic number: var target2 = new Pen(                  brush: brush'                  thickness: 2'                  dashStyle: new DashStyle(new[] { 0.1' 0.2 }' 5)'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Mutable_And_Immutable_DashStyles,The following statement contains a magic number: var target2 = new Pen(                  brush: brush'                  thickness: 2'                  dashStyle: new DashStyle(new[] { 0.1' 0.2 }' 5)'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,PenTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\PenTests.cs,Equality_Is_Implemented_Between_Mutable_And_Immutable_DashStyles,The following statement contains a magic number: var target2 = new Pen(                  brush: brush'                  thickness: 2'                  dashStyle: new DashStyle(new[] { 0.1' 0.2 }' 5)'                  lineCap: PenLineCap.Round'                  lineJoin: PenLineJoin.Round'                  miterLimit: 21);
Magic Number,Avalonia.Visuals.UnitTests.Media,RectangleGeometryTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\RectangleGeometryTests.cs,Rectangle_With_Transform_Can_Be_Changed,The following statement contains a magic number: var target = new RectangleGeometry                  {                      Rect = new Rect(0' 0' 100' 100)'                      Transform = new RotateTransform(45)'                  };
Magic Number,Avalonia.Visuals.UnitTests.Media,RectangleGeometryTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\RectangleGeometryTests.cs,Rectangle_With_Transform_Can_Be_Changed,The following statement contains a magic number: var target = new RectangleGeometry                  {                      Rect = new Rect(0' 0' 100' 100)'                      Transform = new RotateTransform(45)'                  };
Magic Number,Avalonia.Visuals.UnitTests.Media,RectangleGeometryTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\RectangleGeometryTests.cs,Rectangle_With_Transform_Can_Be_Changed,The following statement contains a magic number: var target = new RectangleGeometry                  {                      Rect = new Rect(0' 0' 100' 100)'                      Transform = new RotateTransform(45)'                  };
Magic Number,Avalonia.Visuals.UnitTests.Media,RectangleGeometryTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\RectangleGeometryTests.cs,Rectangle_With_Transform_Can_Be_Changed,The following statement contains a magic number: target.Rect = new Rect(50' 50' 150' 150);
Magic Number,Avalonia.Visuals.UnitTests.Media,RectangleGeometryTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\RectangleGeometryTests.cs,Rectangle_With_Transform_Can_Be_Changed,The following statement contains a magic number: target.Rect = new Rect(50' 50' 150' 150);
Magic Number,Avalonia.Visuals.UnitTests.Media,RectangleGeometryTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\RectangleGeometryTests.cs,Rectangle_With_Transform_Can_Be_Changed,The following statement contains a magic number: target.Rect = new Rect(50' 50' 150' 150);
Magic Number,Avalonia.Visuals.UnitTests.Media,RectangleGeometryTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\RectangleGeometryTests.cs,Rectangle_With_Transform_Can_Be_Changed,The following statement contains a magic number: target.Rect = new Rect(50' 50' 150' 150);
Magic Number,Avalonia.Visuals.UnitTests.Media,RectTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\RectTests.cs,Parse_Parses,The following statement contains a magic number: var expected = new Rect(1' 2' 3' -4);
Magic Number,Avalonia.Visuals.UnitTests.Media,RectTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\RectTests.cs,Parse_Parses,The following statement contains a magic number: var expected = new Rect(1' 2' 3' -4);
Magic Number,Avalonia.Visuals.UnitTests.Media,RectTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\RectTests.cs,Parse_Parses,The following statement contains a magic number: var expected = new Rect(1' 2' 3' -4);
Magic Number,Avalonia.Visuals.UnitTests.Media,TypefaceTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\TypefaceTests.cs,Exception_Should_Be_Thrown_If_FontWeight_LessThanEqualTo_Zero,The following statement contains a magic number: Assert.Throws<ArgumentException>(() => new Typeface("foo"' 0' (FontStyle)12));
Magic Number,Avalonia.Visuals.UnitTests.Media.Fonts,FontFamilyLoaderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Media\Fonts\FontFamilyLoaderTests.cs,Should_Load_Matching_Assets,The following statement contains a magic number: Assert.Equal(2' fontAssets.Length);
Magic Number,Avalonia.Visuals.UnitTests.Rendering,DeferredRendererTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\DeferredRendererTests.cs,Should_Add_Dirty_Rect_On_Child_Remove,The following statement contains a magic number: var root = new TestRoot              {                  Width = 100'                  Height= 100'                  Child = decorator = new Decorator                  {                      Child = border = new Border                      {                          Width = 50'                          Height = 50'                          Background = Brushes.Red'                      }'                  }              };
Magic Number,Avalonia.Visuals.UnitTests.Rendering,DeferredRendererTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\DeferredRendererTests.cs,Should_Add_Dirty_Rect_On_Child_Remove,The following statement contains a magic number: var root = new TestRoot              {                  Width = 100'                  Height= 100'                  Child = decorator = new Decorator                  {                      Child = border = new Border                      {                          Width = 50'                          Height = 50'                          Background = Brushes.Red'                      }'                  }              };
Magic Number,Avalonia.Visuals.UnitTests.Rendering,DeferredRendererTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\DeferredRendererTests.cs,Should_Add_Dirty_Rect_On_Child_Remove,The following statement contains a magic number: var root = new TestRoot              {                  Width = 100'                  Height= 100'                  Child = decorator = new Decorator                  {                      Child = border = new Border                      {                          Width = 50'                          Height = 50'                          Background = Brushes.Red'                      }'                  }              };
